scenario_key,age,premium_term_number,premium_term_label,income_start_year,income_start_age,valid,blockers,notes,estimation_method,source_pdf_count,source_ages,source_labels,annualised_premium_basis,min_annualised_premium,max_annualised_premium,total_planned_premium,target_monthly_income,annualised_income,monthly_income_per_100k_annualised_premium,annualised_income_per_100k_annualised_premium,annual_income_rate_per_total_premium_pct,projection_years,maturity_age,projection_truncated,projection_end_age,current_illustrated_yield_pct_pa,guaranteed_illustrated_yield_pct_pa,total_distribution_cost_pct,final_net_irr_pct,reference_year,reference_age,reference_surrender_value,reference_policy_value,reference_cumulative_income,reference_total_benefits,total_projected_income,final_surrender_value,final_death_benefit,total_benefits_at_projection,net_illustrated_yield_pct_pa,index_account_assumption_pct_pa,blended_drag_vs_index_assumption_pct,face_amount_estimate,total_premium_charge_estimate,total_policy_fee_estimate,total_admin_fee_estimate,total_fee_estimate,policy_value_booster_estimate,net_fees_after_booster,effect_of_deductions,y1_policy_value,y1_surrender_value,y1_death_benefit,income_start_annual_income,income_start_cumulative_income,income_start_surrender_value,y10_annual_income,y10_cumulative_income,y10_surrender_value,y20_annual_income,y20_cumulative_income,y20_surrender_value,y40_annual_income,y40_cumulative_income,y40_surrender_value,final_policy_year,final_age
AGE65_10PAY_PY18,65,10,10 Years,18,83,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,2,46; 56,A46 10 Years / PY15; A56 10 Years / PY20,100000,10000,16600000,1000000,6719.916667,80639,6719.916667,80639,8.0639,60,125,false,125,4.74,-1.43,10.32,4.925464,40,105,1632672.6,1632672.6,2076258.4,3708931,3965697.4,1636197,1636197,5601894.4,4.74,6.35,1.61,1000000,58000,632499.9,301225.77,991725.67,350400,641325.67,4825520.8,71508,0,105000,80639,80639,1441185,0,0,970425,83071.6,246703,1500999.8,94365,2076258.4,1632672.6,60,125
AGE65_10PAY_PY19,65,10,10 Years,19,84,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,interpolated_sparse,2,46; 56,A46 10 Years / PY15; A56 10 Years / PY20,100000,10000,16600000,1000000,7096.833333,85162,7096.833333,85162,8.5162,60,125,false,125,4.77,-1.43,10.32,4.941032,40,105,1713270.8,1713270.8,2095413.2,3808684,4078102.2,1716969,1716969,5795071.2,4.77,6.35,1.58,1000000,58000,632499.9,313657.46,1004157.36,350400,653757.36,4733982.4,71508,0,105000,85162,85162,1577943.8,0,0,970425,87647.2,172809.2,1581408.4,99022.4,2095413.2,1713270.8,60,125
AGE65_10PAY_PY20,65,10,10 Years,20,85,true,,Selected age is estimated from source age 56 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Projection is capped at policy year 60 to keep attained age within 125.,age_shifted_source,1,56,A56 10 Years / PY20,100000,10000,16600000,1000000,7473.75,89685,7473.75,89685,8.9685,60,125,false,125,4.8,-1.43,10.32,4.946856,40,105,1793869,1793869,2105243,3899112,4181162,1797741,1797741,5978903,4.8,6.35,1.55,1000000,58000,632499.9,326089.14,1016589.04,350400,666189.04,4642444,71508,0,105000,89685,89685,1661817,0,0,970425,89685,89685,1661817,103678,2105243,1793869,60,125
AGE65_10PAY_PY21,65,10,10 Years,21,86,true,,Entry age 65 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 60 to keep attained age within 125.,extrapolated_sparse,2,56,A56 10 Years / PY4; A56 10 Years / PY20,100000,10000,16600000,1000000,7920.947917,95051.375,7920.947917,95051.375,9.505138,60,125,false,125,4.831875,-1.43,10.32,4.905436,40,105,1845403,1845403,2081027.19,3926430.19,4217882.81,1849386.19,1849386.19,6067269,4.831875,6.35,1.518125,1000000,58000,632499.9,334638.88,1025138.78,350400,674738.78,4573038.69,71508,0,105000,95051.38,95051.38,1715583.31,0,0,981076.56,0,0,1713235.06,107343.88,2081027.19,1845403,60,125
AGE66_SP_PY2,66,1,Single Premium,2,68,true,,Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 66 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Projection is capped at policy year 59 to keep attained age within 125.,age_shifted_source,1,46,A46 Single Premium / PY2,100000,100000,166000000,100000,72.416667,869,72.416667,869,0.869,59,125,false,125,4.53,-1.26,10.32,4.650092,40,106,102986,102986,197001,299987,310214,103198,103198,413412,4.53,6.35,1.82,100000,8000,63249.99,21431.27,92681.26,35040,57641.26,783928,94902,80000,105000,869,869,81080,4823,35391,85936,4830,83660,89953,5952,197001,102986,59,125
AGE66_SP_PY3,66,1,Single Premium,3,69,true,,Entry age 66 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 59 to keep attained age within 125.,interpolated_sparse,2,46; 56,A46 Single Premium / PY2; A56 Single Premium / PY4,100000,100000,166000000,100000,235.583333,2827,235.583333,2827,2.827,59,125,false,125,4.54,-1.26,10.32,4.664937,40,106,103943.5,103943.5,198203,302146.5,312469,104157,104157,416626,4.54,6.35,1.81,100000,8000,63249.99,21625.64,92875.63,35040,57835.63,781861.5,94902,80000,105000,2827,2827,84386,4878,34934.5,86890.5,4886,83756.5,90908.5,6007.5,198203,103943.5,59,125
AGE66_SP_PY4,66,1,Single Premium,4,70,true,,Selected age is estimated from source age 56 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 66 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Projection is capped at policy year 59 to keep attained age within 125.,age_shifted_source,1,56,A56 Single Premium / PY4,100000,100000,166000000,100000,398.75,4785,398.75,4785,4.785,59,125,false,125,4.55,-1.26,10.32,4.669443,40,106,104901,104901,199294,304195,314612,105116,105116,419728,4.55,6.35,1.8,100000,8000,63249.99,21820.01,93070,35040,58030,779795,94902,80000,105000,4785,4785,84018,4933,34367,87845,4941,83741,91864,6063,199294,104901,59,125
AGE66_SP_PY5,66,1,Single Premium,5,71,true,,Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 66 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Projection is capped at policy year 59 to keep attained age within 125.,age_shifted_source,1,46,A46 Single Premium / PY5,100000,100000,166000000,100000,422.583333,5071,422.583333,5071,5.071,59,125,false,125,4.6,-1.26,10.32,4.714862,40,106,110010,110010,204966,314976,325903,110236,110236,436139,4.6,6.35,1.75,100000,8000,63249.99,22830.15,94080.14,35040,59040.14,769372,94902,80000,105000,5071,5071,87662,5227,31195,92938,5236,83515,96962,6358,204966,110010,59,125
AGE66_SP_PY6,66,1,Single Premium,6,72,true,,Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 66 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Projection is capped at policy year 59 to keep attained age within 125.,age_shifted_source,1,46,A46 Single Premium / PY6,100000,100000,166000000,100000,447.916667,5375,447.916667,5375,5.375,59,125,false,125,4.65,-1.26,10.32,4.757437,40,106,115425,115425,210665,326090,337553,115661,115661,453214,4.65,6.35,1.7,100000,8000,63249.99,23881.12,95131.11,35040,60091.11,758748,94902,80000,105000,5375,5375,91611,5539,27521,98335,5548,82961,102365,6671,210665,115425,59,125
AGE66_SP_PY7,66,1,Single Premium,7,73,true,,Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 66 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Projection is capped at policy year 59 to keep attained age within 125.,age_shifted_source,1,46,A46 Single Premium / PY7,100000,100000,166000000,100000,474.75,5697,474.75,5697,5.697,59,125,false,125,4.69,-1.26,10.32,4.797507,40,106,121163,121163,216377,337540,349572,121411,121411,470983,4.69,6.35,1.66,100000,8000,63249.99,24974.41,96224.4,35040,61184.4,747924,94902,80000,105000,5697,5697,95883,5870,23299,104054,5879,82046,108091,7003,216377,121163,59,125
AGE66_SP_PY8,66,1,Single Premium,8,74,true,,Selected age is estimated from source age 46 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 66 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Projection is capped at policy year 59 to keep attained age within 125.,age_shifted_source,1,46,A46 Single Premium / PY8,100000,100000,166000000,100000,503.166667,6038,503.166667,6038,6.038,59,125,false,125,4.73,-1.26,10.32,4.83513,40,106,127243,127243,222077,349320,361957,127503,127503,489460,4.73,6.35,1.62,100000,8000,63249.99,26111.11,97361.1,35040,62321.1,736907,94902,80000,105000,6038,6038,104498,6220,18472,110115,6229,80725,114158,7354,222077,127243,59,125
AGE66_SP_PY9,66,1,Single Premium,9,75,true,,Selected age is estimated from source age 56 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 66 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Projection is capped at policy year 59 to keep attained age within 125.,age_shifted_source,1,56,A56 Single Premium / PY9,100000,100000,166000000,100000,533.25,6399,533.25,6399,6.399,59,125,false,125,4.77,-1.26,10.32,4.870488,40,106,133687,133687,227743,361430,374707,133961,133961,508668,4.77,6.35,1.58,100000,8000,63249.99,27292.61,98542.6,35040,63502.6,725704,94902,80000,105000,6399,6399,113476,6586,12985,116538,6601,78950,120588,7727,227743,133687,59,125
AGE66_SP_PY10,66,1,Single Premium,10,76,true,,Entry age 66 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 59 to keep attained age within 125.,interpolated_sparse,2,56,A56 Single Premium / PY9; A56 Single Premium / PY14,100000,100000,166000000,100000,569.216667,6830.6,569.216667,6830.6,6.8306,59,125,false,125,4.802,-1.26,10.32,4.929617,40,106,141381.6,141381.6,234908.6,376290.2,390335.2,141671.4,141671.4,532006.6,4.802,6.35,1.548,100000,8000,63249.99,28617.43,99867.42,35040,64827.42,713999,94902,80000,105000,6830.6,6830.6,119299,6830.6,6830.6,119299,7045,77227.6,128266,8171.6,234908.6,141381.6,59,125
AGE66_SP_PY11,66,1,Single Premium,11,77,true,,Entry age 66 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 59 to keep attained age within 125.,interpolated_sparse,2,56,A56 Single Premium / PY9; A56 Single Premium / PY14,100000,100000,166000000,100000,605.183333,7262.2,605.183333,7262.2,7.2622,59,125,false,125,4.834,-1.26,10.32,4.971539,40,106,149076.2,149076.2,241184,390260.2,405071.2,149381.8,149381.8,554453,4.834,6.35,1.516,100000,8000,63249.99,29942.25,101192.24,35040,66152.24,702294,94902,80000,105000,7262.2,7262.2,127609.2,0,0,122060,7489,74616.2,135944,8616.2,241184,149076.2,59,125
AGE66_SP_PY12,66,1,Single Premium,12,78,true,,Entry age 66 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 59 to keep attained age within 125.,interpolated_sparse,2,56,A56 Single Premium / PY9; A56 Single Premium / PY14,100000,100000,166000000,100000,641.15,7693.8,641.15,7693.8,7.6938,59,125,false,125,4.866,-1.26,10.32,4.999022,40,106,156770.8,156770.8,246569.2,403340,418915,157092.2,157092.2,576007.2,4.866,6.35,1.484,100000,8000,63249.99,31267.07,102517.06,35040,67477.06,690589,94902,80000,105000,7693.8,7693.8,136797.4,0,0,124821,7932.4,71115.8,143622,9060.8,246569.2,156770.8,59,125
AGE66_SP_PY13,66,1,Single Premium,13,79,true,,Entry age 66 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 59 to keep attained age within 125.,interpolated_sparse,2,56,A56 Single Premium / PY9; A56 Single Premium / PY14,100000,100000,166000000,100000,677.116667,8125.4,677.116667,8125.4,8.1254,59,125,false,125,4.898,-1.26,10.32,5.0144,40,106,164465.4,164465.4,251064.2,415529.6,431866.6,164802.6,164802.6,596669.2,4.898,6.35,1.452,100000,8000,63249.99,32591.9,103841.89,35040,68801.89,678884,94902,80000,105000,8125.4,8125.4,149698,0,0,127582,8376.2,66727.2,151300,9505.4,251064.2,164465.4,59,125
AGE66_SP_PY14,66,1,Single Premium,14,80,true,,Selected age is estimated from source age 56 for this term/start-year combination; parsed source PIs show identical income rates at both anchor ages; validate against an official PI.; Entry age 66 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Projection is capped at policy year 59 to keep attained age within 125.,age_shifted_source,1,56,A56 Single Premium / PY14,100000,100000,166000000,100000,713.083333,8557,713.083333,8557,8.557,59,125,false,125,4.93,-1.26,10.32,5.019635,40,106,172160,172160,254669,426829,443926,172513,172513,616439,4.93,6.35,1.42,100000,8000,63249.99,33916.72,105166.71,35040,70126.71,667179,94902,80000,105000,8557,8557,157749,0,0,130343,8820,61450,158978,9950,254669,172160,59,125
AGE66_SP_PY15,66,1,Single Premium,15,81,true,,Entry age 66 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 59 to keep attained age within 125.,extrapolated_sparse,2,46; 56,A46 Single Premium / PY2; A56 Single Premium / PY14,100000,100000,166000000,100000,766.472222,9197.666667,766.472222,9197.666667,9.197667,59,125,false,125,4.963333,-1.26,10.32,4.98858,40,106,177924.5,177924.5,255139.58,433064.08,450724,178289.25,178289.25,629013.25,4.963333,6.35,1.386667,100000,8000,63249.99,34957.17,106207.16,35040,71167.16,657449.92,94902,80000,105000,9197.67,9197.67,163687,0,0,134043.58,9152.25,55272.08,164730.08,10282.83,255139.58,177924.5,59,125
AGE66_SP_PY16,66,1,Single Premium,16,82,true,,Entry age 66 is outside the source-age anchors (46-56); the nearest anchor's estimate is used (parsed PIs show identical income rates at both anchor ages); validate against an official PI.; Premium term and income start values are interpolated or extrapolated from uploaded source PIs and are approximate.; Projection is capped at policy year 59 to keep attained age within 125.,extrapolated_sparse,2,46; 56,A46 Single Premium / PY2; A56 Single Premium / PY14,100000,100000,166000000,100000,819.861111,9838.333333,819.861111,9838.333333,9.838333,59,125,false,125,4.996667,-1.26,10.32,4.95407,40,106,183689,183689,254943.5,438632.5,456854,184065.5,184065.5,640919.5,4.996667,6.35,1.353333,100000,8000,63249.99,35997.62,107247.61,35040,72207.61,647720.83,94902,80000,105000,9838.33,9838.33,169575.17,0,0,137744.17,9483.33,48428.67,170482.17,10621.83,254943.5,183689,59,125
